,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Hour,Month,is_Bus,is_Car,is_Motorcycle,is_Truck,is_Van,is_Sedan,is_SUV,is_A-101,is_B-102,is_D-104,is_C-103,is_D-105,is_D-106,Latitude,Longitude,Fraud,Express_Lane,Regular_Lane
835,1,0,0,45,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
836,3,290,290,76,2,12,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
837,2,110,110,90,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
838,2,100,90,78,6,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
839,3,130,100,76,9,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
840,3,290,290,89,11,5,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
841,1,60,60,90,13,7,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
842,1,0,0,80,15,8,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
843,3,290,290,70,18,9,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
844,2,110,110,60,20,10,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
845,2,100,60,56,22,11,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
846,3,130,130,45,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
847,3,290,290,55,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
848,1,60,90,65,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
849,1,0,0,76,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
850,3,290,290,87,9,5,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
851,2,110,110,98,12,7,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
852,2,100,100,45,14,8,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
853,3,130,130,35,16,9,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
854,3,290,90,24,18,10,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
855,1,60,60,25,21,11,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
856,1,0,0,77,23,12,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
857,3,290,290,78,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
858,2,110,110,90,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
859,2,100,100,89,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
860,3,130,130,85,8,5,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
861,3,290,290,65,10,7,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
862,1,60,60,45,12,8,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
863,1,0,0,65,15,9,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
864,3,290,290,45,17,10,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
865,2,110,110,76,19,11,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
866,2,100,90,45,21,12,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
867,3,130,100,77,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
868,3,290,290,88,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
869,1,60,0,23,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
870,1,0,0,34,6,6,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
871,3,290,60,65,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
872,2,110,110,45,11,8,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
873,2,100,100,76,13,9,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
874,3,130,130,54,15,10,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
875,3,290,100,66,18,11,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
876,1,60,60,66,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
877,1,0,0,55,22,2,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
878,3,290,290,77,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
879,2,110,110,44,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
880,2,100,100,60,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
881,3,130,90,70,7,7,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
882,3,290,290,77,9,8,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
883,1,60,60,55,12,9,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
884,1,0,0,65,14,10,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
885,3,290,290,75,16,11,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
886,2,110,90,85,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
887,2,100,100,95,21,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
888,3,130,130,90,23,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
889,3,290,100,88,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
890,1,60,60,90,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
891,1,0,0,90,6,7,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
892,3,290,290,78,8,8,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
893,2,110,90,78,10,9,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
894,2,100,100,89,12,10,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
895,3,130,130,99,15,11,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
896,3,290,110,98,17,12,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
897,1,60,60,76,19,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
898,1,0,0,68,21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
899,3,290,290,45,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
900,2,110,0,23,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
901,2,100,60,35,4,7,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
902,3,130,130,75,6,8,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
903,3,290,290,80,9,9,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
904,1,60,100,88,11,10,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
905,1,0,0,76,13,11,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
906,3,290,90,75,15,12,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
907,2,110,110,46,18,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
908,2,100,100,47,20,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
909,3,130,110,89,22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
910,3,290,290,90,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
911,1,60,60,87,3,7,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
912,1,0,0,96,5,8,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
913,3,290,100,67,7,9,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
914,2,110,110,65,9,10,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
915,2,100,100,66,12,11,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
916,3,130,130,67,14,12,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
917,3,290,290,68,16,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
918,1,60,0,69,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
919,1,0,0,70,21,4,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
920,3,290,290,71,23,5,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
921,2,110,60,72,1,7,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
922,2,100,100,73,3,8,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
923,3,130,130,74,6,9,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
924,3,290,190,75,8,10,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
925,1,60,60,76,10,11,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
926,1,0,0,77,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
927,3,290,290,78,20,8,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
928,2,110,110,79,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
929,2,100,90,80,12,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
930,3,130,100,81,16,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
931,3,290,120,82,9,4,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
932,1,60,60,83,14,5,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
933,1,0,0,84,18,6,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
934,3,290,290,85,21,8,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
935,2,110,110,86,5,9,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
936,2,100,60,87,10,10,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
937,3,130,130,88,13,11,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
938,3,290,290,89,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
939,1,60,60,90,12,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
940,1,0,0,55,16,3,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
941,3,290,290,56,10,4,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
942,2,110,110,57,14,5,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
943,2,100,100,58,18,7,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
944,3,130,130,59,21,8,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
945,3,290,290,60,5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
946,1,60,0,61,10,10,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
947,1,0,0,62,13,11,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
948,3,290,290,63,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
949,2,110,60,56,12,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
950,2,100,90,90,16,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
951,3,130,130,90,10,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
952,3,290,60,55,14,5,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
953,1,60,60,82,18,7,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
954,1,0,0,63,21,8,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
955,3,290,90,90,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
956,2,110,110,48,10,10,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
957,2,100,100,76,13,11,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
958,3,130,130,58,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
959,3,290,290,87,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
960,1,60,60,67,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
961,1,0,0,94,10,4,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
962,3,290,290,71,14,5,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
963,2,110,110,89,18,7,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
964,2,100,100,52,22,8,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
965,3,130,130,79,5,9,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
966,3,290,130,66,10,10,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
967,1,60,60,95,13,11,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
968,1,0,0,44,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
969,3,290,60,78,12,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
970,2,110,110,61,16,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
971,2,100,90,85,10,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
972,3,130,130,49,14,5,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
973,3,290,90,74,18,7,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
974,1,60,60,69,22,8,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
975,1,0,0,92,5,9,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
976,3,290,290,57,10,10,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
977,2,110,110,83,14,12,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
978,2,100,100,68,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
979,3,130,130,96,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
980,3,290,290,46,16,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,1,0
981,1,60,60,81,10,4,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
982,1,0,0,60,15,5,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
983,3,290,290,88,19,7,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,0,0,1
984,2,110,60,53,22,8,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,1,0
985,2,100,60,77,5,9,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
986,3,130,130,64,10,10,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
987,3,290,100,91,14,12,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
988,1,60,60,50,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
989,1,0,0,75,13,2,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
990,3,290,100,59,16,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
991,2,110,110,84,10,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
992,2,100,100,66,15,5,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
993,3,130,60,93,19,7,0,0,0,0,0,0,1,0,1,0,0,0,0,13.042660878688794,77.47580097259879,1,0,1
994,3,290,90,45,22,8,1,0,0,0,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,1,0
995,1,60,60,80,5,9,0,1,0,0,0,0,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
996,1,0,0,62,10,10,0,0,1,0,0,0,0,0,0,0,0,0,1,13.042660878688794,77.47580097259879,0,0,1
997,3,290,60,86,14,12,0,0,0,1,0,0,0,0,0,0,1,0,0,13.042660878688794,77.47580097259879,1,0,1
998,2,110,110,51,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.042660878688794,77.47580097259879,0,1,0
999,2,100,100,73,13,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.042660878688794,77.47580097259879,0,0,1
1000,3,150,150,56,16,3,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1001,3,340,60,82,10,4,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,0,1
1002,1,100,100,70,16,6,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1003,1,0,0,97,19,7,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1004,3,340,340,47,22,8,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,1,0
1005,2,130,100,84,5,9,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1006,2,120,120,65,10,10,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1007,3,150,150,92,14,12,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1008,3,340,150,53,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,1,0
1009,1,100,90,79,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1010,1,0,0,61,16,3,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1011,3,340,90,89,10,4,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,0,1
1012,2,130,100,44,16,6,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
1013,2,120,90,78,19,7,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1014,3,150,90,67,22,8,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
1015,3,340,90,95,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,0,1
1016,1,100,100,55,11,10,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1017,1,0,0,80,14,12,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1018,3,340,90,62,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,1,0
1019,2,130,100,87,13,2,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1020,2,120,100,47,17,3,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
1021,3,150,120,73,10,4,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1022,3,340,100,68,16,6,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,1,0
1023,1,100,100,91,19,7,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1024,1,0,0,52,22,8,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1025,3,340,100,82,6,9,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,0,1
1026,2,130,130,56,11,10,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1027,2,120,120,84,14,12,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1028,3,150,150,69,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1029,3,340,340,94,13,2,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,0,1
1030,1,100,60,49,17,3,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
1031,1,0,0,76,10,4,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1032,3,340,150,63,16,6,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,1,0
1033,2,130,130,88,19,7,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1034,2,120,120,74,22,8,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1035,3,150,150,96,6,9,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1036,3,340,340,61,11,11,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,1,0
1037,1,100,100,85,14,12,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1038,1,0,0,52,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1039,3,340,340,79,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,0,1
1040,2,130,130,66,17,3,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1041,2,120,100,90,10,5,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1042,3,150,150,48,16,6,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1043,3,340,340,77,20,7,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,0,1
1044,1,100,80,60,22,8,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
1045,1,0,0,83,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1046,3,340,340,71,11,11,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,0,1,0
1047,2,130,130,97,14,12,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1048,2,120,120,46,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1049,3,150,90,81,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,0,1
1050,3,340,120,64,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,1,0
1051,1,100,100,93,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1052,1,0,0,57,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12.84197701525119,77.67547528176169,0,0,1
1053,3,340,150,86,12,4,0,0,0,1,0,0,0,0,0,0,1,0,0,12.84197701525119,77.67547528176169,1,0,1
1054,2,130,130,57,16,4,0,0,0,0,1,0,0,0,1,0,0,0,0,12.84197701525119,77.67547528176169,0,1,0
1055,2,120,120,84,20,4,0,0,0,0,0,1,0,1,0,0,0,0,0,12.84197701525119,77.67547528176169,0,0,1
1056,3,150,100,66,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,12.84197701525119,77.67547528176169,1,1,0
